url,title,content,topic,datetime,views,comments_amount
https://www.fontanka.ru/2022/06/26/news.html,Крым опять затопило. В Симферопольском районе введён режим ЧС,"На территории Симферопольского района Республики Крым введён режим ЧС в результате подтоплений нескольких сельских поселений и разрушений дамб из-за сильных ливней. Об этом вечером в воскресенье, 26 июня, в своём телеграм-канале сообщил глава районной администрации Денис Кратюк.По словам чиновника, подтопление частных домовладений произошло на территории Добровского, Мазанского, Перовского, Трудовского сельских поселений. В Перовском сельском поселении в селе Украинка прорвало насыпную дамбу пруда, также оказалась разрушена дамба на Грушевом озере в селе Константиновка. Кратюк отметил, что количество выпавших осадков в регионе составило до 124 мм.  В ликвидации последствий непогоды участвуют более 200 человек и 60 единиц техники.",Общество,2022-06-26 23:43:00,15390,22
https://www.fontanka.ru/2022/06/26/news.html,"Представитель Эрдогана заявил, что Турция не будет присоединяться к санкциям против России","Турция не планирует присоединяться к санкциям, введённым западными странами в отношении России из-за событий на Украине. Об этом в эфире телеканала Habertürk в воскресенье, 26 июня, заявил официальный представитель президента Турции Ибрагим Калын.«Мы проводим в отношении России взвешенную политику. <...> Мы не вводим санкций и не будем к ним подключаться. Мы должны соблюдать свои интересы. Если все разрушат мосты, кто в итоге будет говорить с Россией?» — цитирует представителя Реджепа Тайипа Эрдогана ТАСС. По словам Калына, экономические отношения Анкары и Москвы «носят такой характер, что введение санкций нанесёт больше ущерба экономике Турции, нежели РФ». «Мы заняли чёткую позицию [в вопросе санкций]. На Западе её приняли», — подчеркнул представитель президента Турции. Напомним, ранее сообщалось, что Турция отказалась от предложения НАТО провести трёхсторонние переговоры с Финляндией и Швецией.",Политика,2022-06-26 23:19:00,8280,37
https://www.fontanka.ru/2022/06/26/news.html,"Петербургская полиция задержала того, кто мог спалить храм в Осиновой Роще перед воскресной службой","Полиция задержала предполагаемого поджигателя храма в Осиновой Роще 26 июня. Что это за человек и какие мотивы им двигали, в ведомстве не уточнили.«В Санкт-Петербурге полицейскими задержан подозреваемый в поджоге Храма Святителя Василия Великого», — сообщила вечером в воскресенье официальный представитель МВД России Ирина Волк.Других подробностей она не привела.Напомним, что православный храм в Осиновой Роще на Приозерском шоссе загорелся воскресным утром 26 июня. Первым огонь увидел священнослужитель, который пришел провести утреннюю литургию. В результате настоятель провел службу под открытым небом. Митрополия заявила, что храм сохранился внутри.",Город,2022-06-26 22:58:00,18962,12
https://www.fontanka.ru/2022/06/26/news.html,Жара не отпустит Петербург еще неделю. В понедельник термометр покажет +31,"Всю предстоящую неделю в Петербурге будет властвовать жаркая погода. Это следует из прогноза на сайте Гидрометцентра России. В понедельник столбик термометра поднимется до отметки плюс 31 градус.Завтра, 27 июня, согласно данным Северо-Западного управления по гидрометеорологии и мониторингу окружающей среды, ночью температура будет держаться на уровне 18–20, местами — 16 градусов выше ноля. А днем воздух прогреется до +29... +31 градуса. На побережье Финского залива будет немного свежее: местами до +26.В целом всю неделю в городе будет держаться температура +29, и только во вторник, согласно прогнозу, жара спадет на пару градусов — до +27. Осадков не предвидится.",Город,2022-06-26 22:33:00,15685,11
https://www.fontanka.ru/2022/06/26/news.html,В ЛНР сообщили о попытках задержать сотрудников офиса Зеленского в Лисичанске,"В Лисичанске в настоящий момент находятся несколько высокопоставленных сотрудников офиса президента Украины Владимира Зеленского. Предпринимаются попытки по их задержанию. Об этом со ссылкой на представителя народной милиции ЛНР вечером 26 июня сообщает ТАСС.«В Лисичанске, кроме множества иностранных наемников, находится несколько высокопоставленных сотрудников офиса президента Зеленского. Сейчас предпринимаются все необходимые меры, чтобы они не смогли улизнуть из города», — заявил собеседник государственного информагентства. В воскресенье официальный представитель Минобороны РФ генерал-лейтенант Игорь Конашенков сообщил об уничтожении четырех складов боеприпасов на окраине Лисичанска. В военном ведомстве также доложили, что российские войска и подразделения ЛНР блокировали город с юга. Ранее сообщалось, что с целью проинспектировать российские войска, участвующие в спецоперации, на Украину 26 июня прибыл министр обороны РФ Сергей Шойгу.Читайте о главных новостях вокруг того, что происходит сейчас на Украине, в ежедневном обзоре «Фонтанки».",Общество,2022-06-26 22:17:00,12853,27
https://www.fontanka.ru/2022/06/26/news.html,«Я 40 минут стояла». На Финляндском вокзале — огромные очереди дачников на выход,"Вечером 26 июня на Финляндском вокзале образовались огромные очереди пассажиров, которые не смогли приобрести билеты на электрички на станциях отправления или в поезде. Об этом «Фонтанке» рассказала читательница Татьяна, которая простояла в очереди 40 минут.По словам нашей собеседницы, очереди скопились из людей, которые ехали со станций, где в настоящее время не работают кассы, и в электричках, в которых отсутствовал разъездной кассир, который мог бы продать билет прямо в поезде.  В итоге все прибывающие вынуждены были приобретать билет уже на выходе с Финляндского вокзала. Автоматов по продаже билетов в этой зоне всего два, работал из них только один, пояснила наша читательница. Кроме того, работали еще две кассы, но втроем они явно не справлялись с потоком возвращающихся с дач и отдыха пассажиров.  «Вот 40 минут [в очереди] и отстояла. Предыдущая электричка из Зеленогорска тоже без кассира была. После нас пришла сосновская электричка, там тоже [не было разъездного кассира]. Сейчас не на всех [железнодорожных станциях] кассы работают: в Дибунах, Песочной и Парголово, например, нет», — рассказала петербурженка. Она добавила, что очереди вызвали негодование людей, которые были вынуждены в них стоять.«Народ возмущался. Девушке стало плохо — она ехала в электричке из Зеленогорска, электричка полная. Понимаете? И еще стоять в очереди, это безобразие», — резюмировала дама.",Город,2022-06-26 22:00:00,65418,81
https://www.fontanka.ru/2022/06/26/news.html,В Петербурге в начале недели ограничат движение в шести районах города,"С 27–28 июня в Петербурге из-за проведения работ будет ограничено движение в Кировском, Красногвардейском, Выборгском, Приморском, Невском и Петродворцовом районах. Об этом 26 июня сообщает пресс-служба Смольного. В Выборгском районе с 28 июня начнут ограничивать движение по Светлановскому проспекту у проспекта Тореза из-за размещения временного ограждения. Работы в общей сложности продлятся до 15 октября 2024 года.В Кировском районе с 28 июня по 15 июля будет ограничено движение по проспекту Стачек (от Автомобильной улицы до Трамвайного проспекта). Причина — ремонт трамвайных путей.В Красногвардейском районе с 27 июня по 28 сентября ограничено движение на отрезке проспекта Металлистов (от Якорной улицы до шоссе Революции) и по Якорной улице (от Красногвардейской площади до проспекта Металлистов). Ограничение вводят из-за работ по устройству опор контактной сети.В Невском районе с 27 июня по 15 июля ограничат движение на отрезке улицы Коллонтай (от проспекта Солидарности до улицы Лопатина) из-за восстановления благоустройства после прокладки газопровода.В Петродворцовом районе с 27 июня по 22 июля ограничат движение на перекрестке Санкт‑Петербургского шоссе и Ново-Нарвского шоссе, а с 28 июня по 25 июля закроют движение по Лихардовской улице в направлении от Калининской улицы Краснопрудского переулка.В Приморском районе с 27 июня по 9 августа ограничат движение на перекрестке Коломяжского проспекта и проспекта Испытателей.",Город,2022-06-26 21:50:00,16508,3
https://www.fontanka.ru/2022/06/26/news.html,Матвиенко назвала геноцидом заморозку счетов россиян за границей,"Спикер Совета Федерации Валентина Матвиенко назвала геноцидом заморозку банковских счетов граждан РФ и Белоруссии в зарубежных банках.«Мы видим, что произошло. Без суда, без следствия заморожены резервы Российской Федерации, без суда замораживаются счета россиян и белорусов (за рубежом) по этническому принципу. Это же дискриминация, это геноцид», — цитирует Матвиенко 26 июня белорусский телеканал СТВ.Ранее «Фонтанка» писала, что вслед за другими странами связанные с Россией активы на 1,72 млрд евро заморозила Ирландия. Кроме этого, немецкая прокуратура сообщила о конфискации трёх квартир у депутата Госдумы и его жены в Мюнхене.",Власть,2022-06-26 21:39:00,15421,57
https://www.fontanka.ru/2022/06/26/news.html,"На «Скандинавии» столкнулись две фуры и три легковые, есть погибшие","Серьезная авария на 87-м километре трассы А-181 «Скандинавия» произошла вечером 26 июня. Там столкнулись пять машин, две из которых — фуры.По данным ФКУ «Упрдор Северо-Запад», в 18:15 поступила информация о попутном столкновении двух грузовых автомобилей и трех легковых. Предварительно сообщается, что в результате ДТП пострадало 5 человек, 2 погибло. Движение по основному ходу дороги перекрыто, организован объезд. Затора нет. «Всю дорогу водитель фуры вел себя неадекватно (вилял в стороны)», — сообщила девушка-очевидец в группе «ДТП и ЧП / Санкт-Петербург» в соцсети «ВКонтакте». На месте находятся сотрудники обслуживающей дорогу подрядной организации, ГИБДД, скорая. Причины и обстоятельства ДТП устанавливают правоохранители.",Общество,2022-06-26 21:20:00,24491,3
https://www.fontanka.ru/2022/06/26/news.html,Смертоносная карусель в Колпино попала на видео. Под колёсами «Соляриса» оказались двое,"Зажатая педаль газа во время парковки сыграла злую шутку с 47-летним водителем «Хёндэ-Солярис». На своем автомобиле он совершил «круг почета» у ТЦ «Колпинский» и сбил двоих. Сам инцидент произошел в пятницу, но видео появилось только 26 июня. По данным «Фонтанки», первый пострадавший — 56-летний мужчина. У него диагностировали рваные раны, ушибы и травмы головы. Также под колеса машины попала 52-летняя женщина. У нее похожие повреждения. Оба в состоянии средней тяжести были госпитализированы в разные горбольницы. Как сообщили в ГУ МВД по Петербургу и Ленобласти, в настоящее время сотрудники полиции устанавливают все обстоятельства произошедшего.",Город,2022-06-26 21:04:00,27590,20
