url,title,content,topic,datetime,views,comments_amount
https://www.fontanka.ru/2022/07/26/71519342/,"Собака упала на прохожих из окна в Ивановской области. С ней все хорошо, а с ними — не очень","В Ивановской области собака выпала из окна на женщину и подростка. Серьезно никто не пострадал, но все участники истории точно испугались.Неожиданное падение произошло на улице Островского в городе Кинешма, сообщает 26 июля пресс-служба областного главка. С одного из верхних этажей пятиэтажки на 42-летнюю женщину упало десять килограммов собачьего веса. Горожанка осталась с вывихнутым плечом, а ее 14-летний сын испугался и, теряя сознание, задел лбом стену дома, заработав ссадины.  На место приехали скорая и полиция. Собаку увезли в ветеринарный пункт, где стало понятно, что с ней все в порядке — только ушибла живот. Ее оставили на передержку, а хозяина ищут. Полиция ведет проверку.",Происшествия,2022-07-26 23:44:00,12875,6
https://www.fontanka.ru/2022/07/26/71519348/,Девушке понадобилась скорая после наезда самокатчика на Московском проспекте,"Электросамокат сбил девушку на Московском проспекте. На место аварии вызвали скорую, сообщают свидетели происшествия.Видео с места событий опубликовали 26 июля в группе «ДТП и ЧП» во «ВКонтакте». По словам очевидцев, пострадавшая гуляла с парнем. «Фонтанка» направила запрос в ГУ МВД по Петербургу и области.",Происшествия,2022-07-26 23:34:00,16092,24
https://www.fontanka.ru/2022/07/26/71519327/,На «Скандинавии» перевернулся «Рено». Серьезно пострадал пенсионер,"На трассе «Скандинавия» перевернулся «Рено Дастер». По предварительным данным, в аварии серьезно пострадал пожилой мужчина. ДТП произошло около трех часов дня на 69-м километре трассы (недалеко от поселка Огоньки), рассказали «Фонтанке» 26 июля в пресс-службе ГУ МВД по Петербургу и области. Машина наехала на разделительное ограждение. 76-летний водитель «Рено» в тяжелом состоянии попал в больницу.",Происшествия,2022-07-26 22:55:00,7803,2
https://www.fontanka.ru/2022/07/26/71519321/,Украинская компания «Нафтогаз» объявила о дефолте,"Украинская государственная энергетическая компания «Нафтогаз» объявила о дефолте. Компания не может совершить выплаты держателям бондов и указывает на соответствующий запрет правительства. «Правительство пошло на дефолт по еврооблигациям «Нафтогаза». Сегодня, 26 июля 2022 года, истек срок выплат НАК «Нафтогаз» держателям еврооблигаций», — говорится в телеграм-канале компании 26 июля.Ранее «Нафтогаз» указывала на нехватку средств для выплат держателям евробондов и просила отсрочку на два года, но кредиторы отказали в просьбе.",Общество,2022-07-26 22:31:00,11719,16
https://www.fontanka.ru/2022/07/26/71519240/,"ИК вместо IKEA. Во ФСИН заявили, что продукция от заключенных может заменить ушедшие из страны бренды","Продукция, произведенная заключенными колоний, может заменить товары покинувших Россию брендов. Так считает начальник главка ФСИН по Свердловской области Александр Федоров.«Мы производим большое количество товаров народного потребления. При этом показатель «цена–качество» у них выше, чем у зарубежных аналогов. Не сомневаюсь, что по целому ряду сегментов наши учреждения вполне могут заменить иностранные компании — особенно с учетом того, что товарооборот и количество занятых на производстве людей год из года растут», — цитирует его местная «Облгазета». По мнению начальника отдела трудовой адаптации осужденных регионального ГУФСИН Ивана Шаркова, заменить можно и IKEA. «Если сравнивать мебель — у нас и качество лучше, и цены ниже», — объяснил он. Шарков подчеркнул, что главная задача производств в колониях — это трудоустройство заключенных, а не коммерческая деятельность.  Ранее IKEA все-таки возобновила онлайн-распродажу, которая откладывалась из-за сбоев на сайте.",Общество,2022-07-26 22:12:00,14846,36
https://www.fontanka.ru/2022/07/26/71519228/,Смольный начинает общественное обсуждение проекта Генплана Петербурга,"С 27 июля стартует общественное обсуждение проекта изменений в Генеральный план Петербурга. Это следует из письма комитета по градостроительству и архитектуре, который 26 июля опубликовал в своем телеграм-канале глава муниципального образования № 72 Павел Швец.В документе указано, что общественные обсуждения продлятся с 27 июля по 28 августа 2022 года. Ознакомиться с экспозицией все желающие могут на сайте КГА с 4 по 8 августа. Общественные обсуждения по главному градостроительному документу города будут проходить в заочном формате, который был установлен в начале пандемии коронавируса. В конце 2021 года Заксобрание Петербурга отказалось вернуть слушания по Генплану с «удаленки». Ранее в этом году парламент сократил срок общественных слушаний по всей граддокументации до месяца, а проведение экспозиции по Генплану — до недели. Документ был принят в спешке.  Корректировку документа чиновники обещали уже давно: новый Генплан должны были представить еще в 2018 году.",Общество,2022-07-26 21:46:00,30465,14
https://www.fontanka.ru/2022/07/26/71519210/,Блокада транзита через Литву прорвана. В Калининград пришли первые вагоны с цементом,"В Калининград из России транзитом через Литву прибыли первые 60 вагонов с цементом. Об этом 26 июля сообщает РИА Новости со ссылкой на руководителя пресс-службы регионального правительства Дмитрия Лыскова.Ранее железные дороги Литвы возобновили транзит подсанкционных товаров между Россией и Калининградом. Губернатор Калининградской области Антон Алиханов заявлял, что снято 80% ограничений, но нужно «давить дальше».13 июля Еврокомиссия постановила, что железнодорожный транзит в Калининград товаров мирного назначения не запрещен, однако их перевозки должны быть предметом «целенаправленного, пропорционального и эффективного контроля» со стороны государств ЕС.",Общество,2022-07-26 21:05:00,7195,19
https://www.fontanka.ru/2022/07/26/71519129/,Двое пострадали в разбившемся о столб BMW на Пироговской набережной,"Два человека попали в больницу после аварии с БМВ напротив крейсера «Аврора» в Петербурге. Об этом «Фонтанке» 26 июля сообщили в пресс-службе ГУ МВД по городу и области. Авария произошла в 17:00. Иномарка влетела в столб на пересечении Пироговской набережной и Большого Сампсониевского проспекта. «Фонтанка» показывала фото последствий аварии, машина была серьезно повреждена и осталась без двери и колеса. На участке собралась серьезная пробка, сейчас там ее уже нет. В результате пострадали 27-летняя женщина и 32-летний мужчина. Их госпитализировали в состоянии средней степени тяжести.",Происшествия,2022-07-26 20:57:00,13095,3
https://www.fontanka.ru/2022/07/26/71519045/,"СМИ: Эрдоган заявил, что Путин выразил готовность сотрудничать с производителем Bayraktar","Президент Турции Реджеп Тайип Эрдоган заявил, что его российский коллега Владимир Путин выразил желание сотрудничать с производителем беспилотников Bayraktar. Об этом 26 июля пишет CNN Turk.«Путин сказал мне, что хочет работать с компанией Baykar (производитель ударных Bayraktar TB2)», — сообщил Эрдоган на заседании Партии справедливости и развития (цитата по РБК).Ранее гендиректор Baykar Makina Халук Байрактар заявил, что компания не будет поставлять России свои боевые беспилотники, потому что «поддерживают Украину». Bayraktar TB2 — турецкий ударный оперативно-тактический беспилотный летательный аппарат. Он оснащен лазерным наведением, может нести две управляемые противотанковые ракеты UMTAS либо четыре высокоточные авиабомбы. Эти дроны широко применялись во время боевых действий в Сирии, Ливии, Нагорном Карабахе и на Украине. 5 августа Эрдоган прилетит в Сочи на переговоры с Путиным. Они будут обсуждать ситуацию на Украине и соглашение по «зерновому коридору». Лидеры уже встречались 19 июля в Иране.",Общество,2022-07-26 20:40:00,23600,28
https://www.fontanka.ru/2022/07/26/71519024/,Маск отреагировал на решение России выйти из проекта МКС,"Американский предприниматель — гендиректор компании SpaceX Илон Маск прокомментировал новость о решении Роскосмоса выйти из проекта МКС после 2024 года. Он пожелал коллегам из РФ «счастливого пути».«Bon voyage», — написал бизнесмен в комментариях под данной новостью в соцсети.Ранее глава Роскосмоса Юрий Борисов сообщил, что Россия выйдет из проекта МКС после 2024 года и будет формировать российскую орбитальную станцию. Начало ее строительства запланировано на 2028 год.",Общество,2022-07-26 20:24:00,36015,50
