url,title,content,topic,datetime,views,comments_amount
https://www.fontanka.ru/2023/04/17/72228341/,"«Последние дни доживаете, твари». Милонов вернулся в Петербург с громким рейдом в вейп-шопе","Отправившийся на фронт депутат Госдумы Виталий Милонов вернулся в Петербург и объявил войну беззаконию. Первый бой 17 апреля пережил вейп-шоп в Пушкине.Судя по записи с камеры наблюдения, которая оказалась в распоряжении «Фонтанки», торговую точку на Оранжерейной улице, 55, депутат посетил в понедельник днём. Он и двое его сопровождающих в это время были единственными посетителями. Разговор начали бодро: «А почему витрины не закрыты? <…> Сейчас заставлю выпить это всё. Всё должно быть закрыто. Закон не учил? Почему табачная и никотиносодержащая продукция на открытых прилавках? Звони начальнику. Иначе у меня большая собака с расстройством желудка, придёт сюда и обосрётся». Молодой человек потянулся за телефоном сразу. Гостей он не признал. Опрометчиво представив их собеседнику как «тут какие-то», нарвался на отповедь.«Не какие-то, это ты какой-то… И не орут, а законные требования предъявляют. Орать ты будешь на своего друга-гея», — отчитал продавца депутат, совместивший проверку торговли вейпами с лекцией против гомосексуализма. «Каждый, кто торгует вейпами, мудак. Последние дни доживаете, твари, — описали перспективы продавцу и указали на бесполезность его занятий: — Не для этого ты должен жить. В армию тебя заберём».О том, кто учит жизни и работе, юноша, похоже, так и не узнал. В течение почти семи минут, которые длится запись, имя и регалии Милонова никто не назвал. Читатель, приславший в редакцию видео, с руководством торговой точки не связан, в магазине днём не был. Прислушавшись к экспрессивной речи, он признал Милонова, в отличие от молодого человека, едва устроившегося в магазин. Виталий Валентинович подтвердил «Фонтанке», что в понедельник был на Оранжерейной. Он в Петербурге уже некоторое время. В городе на Неве встретил Пасху и на эту неделю в своих соцсетях анонсировал активную депутатскую деятельность.Визит в пушкинский вейп-шоп вместе с двумя помощниками нанёс после жалоб местных жителей, которые отчаялись справиться с торговой точкой. По их словам, жижу там покупают дети.«Витрины открыты, вывеска не согласована, продавец без документов. Хозяин спрятался», — рассказал народный избранник. Он добавил, что высказал всё и попросил навести порядок и предупредил, что следующий визит будет под протокол. В этот раз через отведённые продавцу полчаса не появилась ни полиция, ни ревизоры. Несмотря на бронь, Виталий Милонов после объявления частичной мобилизации подал заявление с просьбой об отправке на спецоперацию. В октябре прошлого года его встретили в военкомате на Рижском проспекте в Петербурге — он записывался в добровольцы. В разговоре с «Фонтанкой» депутат заявил, что в скором времени планирует вернуться в Донбасс. UPD: По словам сотрудника магазина, минут через 10 после словесного разгрома вейп-шопа на Оранжерейную приехала вызванная им служба безопасности. Его выслушали и уехали со словами: «Поищем». Вскоре на месте было начальство, но ни обещавшего увезти в полицию и призывной пункт парламентария, ни его молчаливых спутников не дождались.",Общество,2023-04-17 23:55:00,73965,284
https://www.fontanka.ru/2023/04/17/72228362/,Минфин не поддержал законопроект депутата Вассермана о декларировании наличных от миллиона рублей,"Инициативу депутата Госдумы Анатолия Вассермана о декларировании наличных средств свыше одного миллиона рублей не поддержало министерство финансов России. В пресс-службе Минфина 17 апреля заявили, что вопрос не обсуждается и не прорабатывается в правительстве, пишет РИА Новости.В ведомстве добавили, что «данная инициатива не соответствует финансово-экономической политике и не отвечает интересам граждан, которые вправе самостоятельно выбирать, каким образом хранить свои сбережения».Депутат Госдумы Анатолий Вассерман подготовил законопроект, обязывающий жителей России сообщать налоговикам о хранящейся дома наличности в рублях или валюте в сумме больше одного миллиона. Проект закона предполагает, что человек должен будет не только добровольно рассказать налоговой о наличности. Его также обяжут пояснить, откуда она взялась. Если россиянин не сможет доказать происхождение денег, их могут конфисковать или назначить штраф. Наказание может оказаться в два раза больше найденной суммы.",Власть,2023-04-17 23:39:00,26558,98
https://www.fontanka.ru/2023/04/17/72228347/,Вашингтон поблагодарил Москву за консульский доступ к журналисту Гершковичу,"США благодарны за предоставленный Россией консульский доступ и возможность встречи американского посла в Москве с арестованным журналистом Wall Street Jornal Эваном Гершковичем. Об этом 17 апреля заявил координатор по стратегическим коммуникациям Белого дома Джон Кирби, пишет РИА Новости.«Мы благодарны за то, что мы получили консульский доступ», — сообщил он, комментируя посещение послом США Линн Трейси журналиста Wall Street Jornal.Журналисту The Wall Street Journal Эвану Гершковичу 7 апреля предъявили официальное обвинение в шпионаже. Он категорически отверг все обвинения и заявил, что занимался в России журналистской деятельностью.",Общество,2023-04-17 23:13:00,5417,13
https://www.fontanka.ru/2023/04/17/72228137/,«Зеленая карта» уходит. Как теперь можно поехать на машине за границу,"С 1 июня 2023 года соглашение о «Зеленой карте» прекращается. Таким образом европейские страховщики не будут признавать российские полисы страхования ответственности. Однако выход есть. О том, как можно проехать на машине за границу, — карточки «Фонтанки». Текстовую версию материала читайте здесь.",Общество,2023-04-17 22:22:00,30029,69
https://www.fontanka.ru/2023/04/17/72228329/,Трехкратная чемпионка России по гандболу погибла в 29 лет. Есть версия о несчастном случае,"Трёхкратная чемпионка России по гандболу 29-летняя Виктория Дивак ушла из жизни в понедельник, 17 апреля. Об этом сообщается в официальной группе Минспорта Астраханской области.Чемпионат России Дивак трижды выиграла с волгоградским клубом «Динара-Синара». Выступала за краснодарскую «Кубань», немецкий «Халле-Нойштадт», французский «Ахенхайм Трухтерсхайм», белорусский «Гомель». В составе юниорской сборной России в 2009 году завоевала серебро чемпионата Европы. Также в карьере гандболистки золото чемпионата Белоруссии, Кубок Белоруссии, победа во второй национальной лиге Франции.  С 2021 года Дивак выступала за «Астраханочку». Свой последний матч она сыграла накануне против московского ЦСКА.Причину смерти спортсменки в соцсетях регионального минспорта и команды не называют. «Блокнот Астрахань» пишет, что тело Дивак нашли под окнами многоэтажки на улице Софьи Перовской в Астрахани. Следствие отрабатывает в том числе версию о несчастном случае.",Происшествия,2023-04-17 22:03:00,14405,3
https://www.fontanka.ru/2023/04/17/72228269/,ТАСС: искать дискредитацию в высказываниях Козловского будет прокуратура Москвы,"Столичной прокуратуре поручено провести проверку в отношении актера Данилы Козловского по статье о дискредитации Вооруженных сил России. Об этом 17 апреля пишет ТАСС со ссылкой на правоохранительные органы.Надзорное ведомство Москвы на данный момент официально не подтвердило начало проверки. Внимание правоохранителей к Козловскому привлек Виталий Бородин, называющий себя главой «Федерального проекта по безопасности и борьбе с коррупцией». В обращении на имя генпрокурора Игоря Краснова он уделил внимание интервью признанной иноагентом Ирине Шихман*, в котором разглядел дискредитацию и призывы к экстремизму. Там же упоминались высказывания Козловского в соцсетях и его переезд в США.  Актер опроверг переезд, второе гражданство, призывы к участию в митингах и иностранные доходы. Козловский добавил, что его адвокаты готовят заявления с просьбой проверить действия Виталия Бородина.  * Включена Минюстом в список физических лиц — иностранных агентов.",Общество,2023-04-17 21:31:00,13204,16
https://www.fontanka.ru/2023/04/17/72228056/,Потери на десятки миллиардов. Магазины Петербурга терроризируют воры-профессионалы,"В Петербурге выросло количество краж в магазинах. Буквально за год потери владельцев торговых точек выросли в 2–3 раза. Счет идет на десятки миллиардов рублей. Речь идет не только о смене объемов краж, поменялись способы. О том, как воруют в магазинах Петербурга, — карточки «Фонтанки». Текстовую версию материала читайте здесь.",Происшествия,2023-04-17 21:21:00,34418,113
https://www.fontanka.ru/2023/04/17/72228164/,Двоих спасли из горящей коммуналки на Тимуровской,"Пятнадцать пожарных тушили квартиру в девятиэтажке Калининского района Петербурга 17 апреля. Огонь вспыхнул, когда внутри были люди.Как сообщили в ГУ МЧС по Петербургу, пожарных на Тимуровскую, 9 вызвали незадолго до восьми часов вечера. Помощь требовалась в коммунальной квартире, где горела одна из трех комнат. «Из горящего помещения эвакуированы два человека. Сведения о пострадавших не поступали», — рассказали в ведомстве. Коммуналку потушили силами трех расчетов менее чем за двадцать минут. В комнате площадью в десять квадратных метров обгорели четыре «квадрата».",Происшествия,2023-04-17 20:46:00,5646,3
https://www.fontanka.ru/2023/04/17/72228146/,"В Петербурге реальный срок получил водитель, выронивший пассажирку из автобуса","Пушкинский районный суд Петербурга приговорил к колонии-поселению водителя автобуса, невнимательность которого закончилась гибелью пассажирки. О решении 17 апреля сообщает объединённая пресс-служба судов города.Гайратжон Рахманов оказался на скамье подсудимых со статьёй о нарушении правил дорожного движения и эксплуатации транспортных средств, которое повлекло смерть по неосторожности. Обвинение и суд установили, что днём 2 ноября прошлого года, управляя автобусом № 376, он отъехал от остановки на Оранжерейной улице в Пушкине с открытыми дверьми. В результате пассажирка оказалась на дороге, а потом под колёсами ЛИАЗ 529360.  Рахманов заявил, что, завершив посадку, он проверил площадку, нажал нужную кнопку, но не проконтролировал процесс и отпустил тормоз. Он признал вину, раскаялся и извинился перед представителем женщины. Она скончалась в больнице на следующий день после ДТП.  В Петербурге у фигуранта регистрация, работа и патент — он гражданин иностранного государства. Судимостей и административных правонарушений нет. Пушкинский райсуд назначил год в колонии-поселении с аналогичным запретом садиться за руль.",Происшествия,2023-04-17 20:39:00,7592,25
https://www.fontanka.ru/2023/04/17/72228134/,"Годовая инфляция в марте опустилась до 3,5%. Все из-за прошлогоднего всплеска цен","Годовая инфляция в марте 2023 года снизилась до 3,51%, что на 7,48 процентного пункта ниже значения предыдущего месяца. Резкое падение произошло из-за эффекта высокой базы, обусловленного сильным скачком цен в марте прошлого года. Об этом 17 апреля сообщает Банк России в комментарии «Динамика потребительских цен».В марте 2022 года рост цен составил 7,61%, напоминает Центральный банк. При этом регулятор отмечает, что ценовое давление постепенно усиливается. За март 2023 года потребительские цены выросли на 0,37%, что меньше февральских 0,46%. Однако с поправкой на сезонность в марте прирост цен немного ускорился — до 0,29% после 0,27% в феврале. Месячные показатели устойчивой ценовой динамики с поправкой на сезонность в марте тоже выросли. В среднем за I квартал 2023 года их уровень был выше, чем в IV квартале 2022 года. Ранее президент РФ Владимир Путин сообщил, что, по данным на начало апреля, годовая инфляция в стране снизилась до 3,3%, что ниже целевого ориентира ЦБ в 4%. По его словам, к концу месяца значение показателя может опуститься ниже 3%.",Финансы,2023-04-17 20:30:00,7446,14
