url,title,content,topic,datetime,views,comments_amount
https://www.fontanka.ru/2023/08/10/72587741/,«Берлинская жара» до конца августа будет перекрывать улицы Петербурга,"Съемки шпионской драмы, в которой петербургские улицы станут Берлином времен Второй мировой войны, то и дело будут теснить водителей в Адмиралтейском районе Петербурга до конца августа. Перекрытия ждут, в частности, Вознесенский проспект и Исаакиевскую площадь.С 21:00 12 августа до 01:00 13 августа, с 21:00 25 августа до 01:00 26 августа, с 21:00 26 августа до 01:00 27 августа для киносъемок перекроют движение транспорта на участке Вознесенского проспекта от Большой Морской улицы до дома 39.С 01:00 до 16:00 13 и 26 августа, а также с 01:00 до 16:30 27 августа для проезда закроют: Исаакиевскую площадь — от переулка Антоненко до Большой Морской улицы;четную сторону набережной Мойки — от переулка Гривцова до переулка Антоненко;нечетную сторону набережной Мойки — от дома 87 до Исаакиевской площади;Большую Морскую улицу — от Исаакиевской площади до Гороховой улицы;Вознесенский проспект — от Большой Морской улицы до дома 39. Помимо этого, с 17:00 до 23:59 12 и 25 августа и с 20:00 до 23:59 26 августа на четной стороне набережной Мойки — от переулка Гривцова до переулка Антоненко и нечетной стороне от дома 87 до Исаакиевской площади, Большой Морской улице от Исаакиевской площади до Гороховой улицы и Вознесенском проспекте от Большой Морской улицы до дома 39 будет нельзя парковаться. Съемки восьмисерийной картины в Петербурге уже идут. Накануне жители Адмиралтейского района заметили на городских улицах ретроавтомобили, девушек в шляпках и мужчин в форме вермахта. Ночью 11 августа для съемок будут закрывать часть Исаакиевской площади.",Город,2023-08-10 23:47:00,10444,13
https://www.fontanka.ru/2023/08/10/72587738/,"На космодроме Восточный заправляют ракету, которая доставит к спутнику Земли станцию «Луна-25»","На космодроме Восточный госкомиссия одобрила заправку ракеты«Союз-2.1б», которая доставит на орбиту спутника Земли автоматическую станцию «Луна-25». Старт назначен на 2.10.57 мск 11 августа — именно так, с точностью до секунды сообщает время запуска Роскосмос.По расчетам, перелет автоматической станции до Луны составит до пяти с половиной земных суток, уточняет ТАСС.Цель проекта — отправка автоматического зонда для исследований в районе южного полюса Луны. Планируется, что модуль будет посажен недалеко от кратера Богуславского. Эта лунная миссия станет первой в современной истории России. Советская «Луна-24» была запущена в 1976 году, напоминает «Интерфакс».Ученые надеются, что «Луна-25» поможет разобраться, какая из двух гипотез происхождения Луны ближе к истине. Согласно первой гипотезе, Луна появилась, когда Земля 5 миллиардов лет назад столкнулась с небесным телом размером с Марс. Огромный фрагмент земной поверхности откололся, и из него сформировалась Луна. Вторя гипотеза — Земля и Луна сформировались в результате единого процесса. Анализ льда на полюсе Луны позволит уточнить, как и когда на спутнике Земли появилась вода, и это может стать ответом на вопрос о рождении Луны, сообщили ТАСС в Московском планетарии.",Общество,2023-08-10 23:30:00,6898,46
https://www.fontanka.ru/2023/08/10/72587726/,Байден попросил у Конгресса США дополнительные 13 млрд долларов на военную помощь Украине,"Президент США Джо Байден 10 августа попросил Конгресс одобрить дополнительные расходы в размере 40 миллиардов долларов, из которых 24 миллиарда пойдут на Украину и другие международные нужды. Об этом сообщает Reuters.Непосредственно на военную помощь Украине предназначены 13,1 миллиарда долларов, пишет Bloomberg. Согласно информационному бюллетеню Белого дома, 9,5 миллиарда долларов хотят выделить на военную технику и пополнение запасов, и еще 3,6 миллиарда долларов — на дальнейшую военную, разведывательную и другую поддержку. Помощь рассчитана до конца первого квартала 2024 года. Помимо этого, в запрос включены 12 миллиардов долларов на оказание помощи при устранении последствий стихийных бедствий на территории США. Еще 4 миллиарда долларов предназначены на обеспечение безопасности границ и смягчение последствий миграции. Запрос вызвал резкую критику со стороны республиканцев в Палате представителей.",Политика,2023-08-10 23:11:00,12588,67
https://www.fontanka.ru/2023/08/10/72587630/,Шесть безымянных садов и скверов в Петербурге обрели названия,"В Петербурге присвоили названия четырем безымянным скверам, одному саду и одному бульвару. Соответствующее постановление подписал губернатор Александр Беглов.По решению Топонимической комиссии, на Прибрежной улице в Невском районе появился Брандмейстерский бульвар, сообщает 10 августа пресс-служба администрации Петербурга. Он получил свое название в честь 220-летия первой в России профессиональной команды пожарных служителей, которая была создана 24 июня 1803 года по указу императора Александра I. В 1952–1991 годах неподалеку от него, на месте дома 33 по Рыбацкому проспекту, располагалось здание депо 44-й пожарной части. Сейчас на бульваре установлен памятник «Бравый брандмайор» и проходят показательные выступления пожарных. Сад на пересечении Гражданского проспекта и улицы Верности получил название «сад Верности». Он примыкает к зданию районного ЗАГСа, а также в нём установлена скульптура «Аисты», которая символизирует супружескую верность, любовь и крепкую семью. Между проспектами Ветеранов и Народного Ополчения в Красносельском районе города теперь расположен Верхне-Ивановский сквер. Названием он обязан своему расположению в верхнем течении реки Ивановки. Аналогичным образом сквер в нижнем течении реки, между проспектом Ветеранов и улицей Чекистов, назвали Нижне-Ивановским. В Колпино между домами 4 и 32 на Тверской улице появился сквер Защитников Отечества. Рядом с ним, в здании, на месте которого сейчас стоит дом 18 по Тверской улице, в 1941 году формировался Ижорский добровольческий батальон. А в самом сквере установлен памятник воинам — участникам локальных войн и вооруженных конфликтов.Также свое имя обрел сквер у дома 20 по улице Ивана Черных. Поскольку ранее там стояла церковь святого преподобного Сергия Радонежского Чудотворца, его назвали сквером Сергия Радонежского. Проект реализован на средства гранта Санкт-Петербурга",Город,2023-08-10 22:57:00,4753,19
https://www.fontanka.ru/2023/08/10/72587711/,"Минздрав РФ: при взрыве в Сергиевом Посаде пострадали 80 человек, 15 остаются в больницах","В результате взрыва в Сергиевом Посаде пострадали 80 человек, 15 из них находятся в больнциах, сообщил 10 августа Минздрав России.«В результате происшествия на [территории] завода в Сергиевом Посаде пострадали 80 человек, 1 человек погиб. 56 пострадавшим помощь была оказана амбулаторно», — цитирует сообщение Минздрава ТАСС.Напомним, взрыв на складе пиротехники компании «Пиро-Росс» произошел в Сергиевом Посаде утром 9 августа. В первые часы сообщалось о 31 пострадавшем.Взорвавшийся склад прилегал к территории Загорского оптико-механического завода. Под завалами погибших не находили, одна женщина скончалась в реанимации. По данным MSK1.RU, она устроилась на завод за два дня до ЧП. У погибшей остались двое детей. На утро четверга неизвестной оставалась судьба 12 человек. По факту взрыва возбуждено уголовное дело о нарушении требований промышленной безопасности опасных производственных объектов. Следственный комитет провел обыски в фирме «Пиро-Росс». В качестве подозреваемого задержан технический директор компании.",Происшествия,2023-08-10 22:40:00,19588,29
https://www.fontanka.ru/2023/08/10/72587462/,"Дорожный ремонт снова меняет схему движения на Руставели, Стачек и Александра Матросова","Новые ограничения движения ждут водителей с 11–12 августа в семи районах Петербурга. Потесниться придется ради ремонта дорог и работ на инженерных сетях, сообщает 10 августа пресс-служба Государственной административно-технической инспекции Петербурга.Выборгский районС 08:00 12 августа до 08:00 14 августа из-за ремонта дорожного покрытия закроют проезд по участку улицы Александра Матросова от Большого Сампсониевского проспекта до Выборгской набережной. Объехать его можно будет по Большому Сампсониевскому проспекту, Литовской улице, Беловодскому переулку и Выборгской набережной. Калининский районНа улице Руставели 12 августа ограничат движение от Северного проспекта до Пискаревского проспекта. Там продолжают ремонтировать участок от Пискаревского до Суздальского проспекта вместе с «карманами». Кировский районПродолжается ремонт дороги и на проспекте Стачек. С 12 по 13 августа будет ограничено движение на перекрестке проспекта Стачек и улицы Трефолева. А с 12 по 14 августа ограничат проезд по участку проспекта Стачек от дома № 126 до Трамвайного проспекта. Колпинский районВ поселке Усть-Ижора с 11 августа по 15 октября закрывается движение у дома № 253 по Шлиссельбургскому шоссе. Там реконструируют инженерные сети. Объехать участок можно будет по улице Труда и Пушкинской улице. Красногвардейский районРеконструкция инженерных сетей потеснит водителей и на Ржевке. С 11 августа по 25 сентября будет ограничен проезд по улице Электропультовцев от улицы Потапова до шоссе Революции. Красносельский район Аналогичные работы с 11 по 24 августа перекроют движение по Театральной улице в Красном Селе, на участке от улицы Восстановления до тупика. Объезд предусмотрен по улицам Восстановления и Юрия Пасторова. Фрунзенский районНочью с 12 по 13 августа для ремонта инженерных коммуникаций ограничат движение транспорта у дома № 7 по Бухарестской улице — на участке от Волковского проспекта до улицы Салова. Проект реализован на средства гранта Санкт-Петербурга",Город,2023-08-10 22:19:00,3869,1
https://www.fontanka.ru/2023/08/10/72587459/,В полыхавшей квартире на Красных Зорь пострадал мужчина,"Квартирный пожар в Невском районе Петербурга, который тушили тремя машинами вечером 10 августа, не обошелся без пострадавших. Уточненные данные сообщает пресс-служба городского управления МЧС.В доме № 3 по бульвару Красных Зорь в восьмом часу вечера четверга загорелась трехкомнатная квартира. В результате пожара пострадал мужчина. Его госпитализировали. Сообщение о пожаре поступило в МЧС в 19:46. На место выехали 3 машины и 15 человек личного состава. В 20:24 квартиру потушили. В ней обгорело 15 квадратных метров обстановки.",Происшествия,2023-08-10 22:01:00,3352,2
https://www.fontanka.ru/2023/08/10/72587453/,Бывший сотрудник ГИБДД признал вину в помощи убийцам Дарьи Дугиной,"Бывший сотрудник ГИБДД Иван Рыбин в Басманном суде Москвы признал вину в сборе и передаче информации о журналистке Дарье Дугиной, передаёт 10 августа ТАСС. Об этом на заседании заявил адвокат Рыбина.Согласно материалам дела, для Рыбина «пробивать» информацию о людях было источником дополнительного дохода. Этим воспользовались организаторы убийства Дугиной.Бывшего полицейского обвиняют в превышении должностных полномочий и нарушении неприкосновенности частной жизни с использованием служебного положения. По каждой из статей предусмотрено наказание до четырех лет колонии. Напомним, убийство дочери правого философа и политолога Александра Дугина Дарьи произошло 20 августа 2022 года. В её машину заложили около полукилограмма взрывчатки. В момент взрыва автомобиля Дарья ехала одна чуть впереди машины отца. Семья возвращалась с литературно-музыкального фестиваля. Сразу после взрыва глава ДНР Денис Пушилин обвинил в смерти Дугиной «террористов украинского режима» и заявил, что настоящей целью был ее отец.",Общество,2023-08-10 21:40:00,7512,65
https://www.fontanka.ru/2023/08/10/72587441/,Троих детей из раздавленного на съезде с КАД микроавтобуса увезли в больницу,"После ДТП с грузовиком на съезде с КАД в Петербурге днем 10 августа госпитализировали троих детей. Всем им нет еще и десяти лет. По данным «Фонтанки», в попавшем под грузовик микроавтобусе Volkswagen ехали 8-летняя девочка и двое мальчиков-близнецов 7 лет. Всех троих госпитализировали в больницу №1. Ехавшие в ними взрослые — женщина-водитель и пожилая пассажирка — скончались, попав под кабину грузовика. Предположительно это были мама и бабушка. Напомним, ДТП произошло около четырех часов дня на развязке с КАД на Краснофлотское шоссе. 22-летний водитель грузовика «Ивеко» не справился с управлением на съезде с кольцевой, протаранил отбойник, разделитель и столкнулся с двумя машинами: «Тойотой» и «Фольксвагеном». На последний грузовик опрокинулся после наезда на силовое ограждение. Водителя Iveco госпитализировали в тяжелом состоянии. UPD: Водитель «Фольксвагена» жива, она в больнице. ",Происшествия,2023-08-10 21:21:00,7342,10
https://www.fontanka.ru/2023/08/10/72587444/,На бульваре Красных Зорь тушили трехкомнатную квартиру,Трехкомнатная квартира горела в Невском районе Петербурга вечером 10 августа. При пожаре никто не пострадал.Сигнал о возгорании в трехкомнатной квартире в доме 3 по бульвару Красных Зорь поступил в 19:46. В квартире обгорела обстановка на площади 15 кв. м. В 20:24 пожар ликвидирован.В ликвидации участвовали 3 единицы техники и 15 человек личного состава.,Происшествия,2023-08-10 21:04:00,3194,1
